,P8MEA,URN,LA,ESTAB_x,NOR,NORG,NORB,PNORG,PNORB,TSENELSE,PSENELSE,TSENELK,PSENELK,NUMEAL,NUMENGFL,NUMUNCFL,PNUMEAL,PNUMENGFL,PNUMUNCFL,PNUMFSM,NUMFSMEVER,PNUMFSMEVER,RECTYPE,ALPHAIND,LEA,BPUP,PBPUP,GPUP,PGPUP,KS2APS,TPRIORLO,PTPRIORLO,TPRIORAV,PTPRIORAV,TPRIORHI,PTPRIORHI,TFSM6CLA1A,PTFSM6CLA1A,ATT8SCR,P8PUP,P8MEACOV,P8PUP_FSM6CLA1A,P8MEA_FSM6CLA1A,P8PUP_NFSM6CLA1A,P8MEA_NFSM6CLA1A,ATT8SCR_LO,P8PUP_LO,P8MEA_LO,ATT8SCR_AV,P8PUP_AV,P8MEA_AV,ATT8SCR_HI,P8PUP_HI,P8MEA_HI,ATT8SCR_GIRLS,P8PUP_GIRLS,P8MEA_GIRLS,ATT8SCR_BOYS,P8PUP_BOYS,P8MEA_BOYS,Gender_BOYS,Gender_GIRLS,AdmitPol_COMP,AdmitPol_MOD,AdmitPol_SEL,Faith_school_Christian,Faith_school_Church of England,Faith_school_Church of England/Christian,Faith_school_Church of England/Roman Catholic,Faith_school_Jewish,Faith_school_Muslim,Faith_school_Roman Catholic,Faith_school_Roman Catholic/Church of England,Faith_school_Sikh,School_type_ACC,School_type_ACCS,School_type_ACS,School_type_CTC,School_type_CY,School_type_CYS,School_type_F,School_type_FD,School_type_FDS,School_type_FS,School_type_FSS,School_type_FUTC,School_type_NMSS,School_type_VA,School_type_VC
66,0.3,131690.0,206,4325.0,573.0,210.0,363.0,36.6,63.4,15.0,2.6,70.0,12.2,248.0,325.0,0.0,43.3,56.7,0.0,33.0,377.5,65.9,1,2458.0,206.0,78.0,61.0,50.0,39.0,25.6,26.0,26.0,60.0,59.0,15.0,15.0,79.0,62.0,47.8,101.0,79.0,71.0,0.35,30.0,0.2,39.7,26.0,1.06,48.5,60.0,0.05,64.8,15.0,0.03,53.2,39.0,0.43,44.4,62.0,0.22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
67,0.65,100458.0,206,4614.0,918.0,30.0,888.0,3.3,96.7,13.0,1.4,156.0,17.0,505.0,412.0,1.0,55.0,44.9,0.1,27.4,464.0,63.7,1,10236.0,206.0,137.0,100.0,0.0,0.0,27.9,16.0,12.0,79.0,59.0,39.0,29.0,87.0,64.0,58.2,134.0,98.0,85.0,0.67,49.0,0.6,38.5,16.0,0.65,57.2,79.0,0.77,68.6,39.0,0.38,0.0,0.0,0.0,58.2,134.0,0.65,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
68,0.21,100459.0,206,4651.0,1089.0,22.0,1067.0,2.0,98.0,27.0,2.5,352.0,32.3,654.0,435.0,0.0,60.1,39.9,0.0,25.6,532.0,61.0,1,45014.0,206.0,163.0,100.0,0.0,0.0,27.9,24.0,15.0,93.0,58.0,43.0,27.0,98.0,60.0,53.9,160.0,98.0,97.0,0.18,63.0,0.26,36.9,24.0,0.3,53.9,93.0,0.31,63.1,43.0,-0.05,0.0,0.0,0.0,53.9,160.0,0.21,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
69,0.2,100460.0,206,4704.0,387.0,387.0,0.0,100.0,0.0,12.0,3.1,20.0,5.2,157.0,230.0,0.0,40.6,59.4,0.0,32.2,270.5,70.2,1,35244.0,206.0,0.0,0.0,88.0,100.0,26.1,19.0,23.0,53.0,65.0,9.0,11.0,62.0,70.0,48.2,81.0,92.0,58.0,0.2,23.0,0.2,35.0,19.0,0.42,50.6,53.0,0.16,61.9,9.0,-0.02,48.2,81.0,0.2,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
70,0.06,134314.0,206,6905.0,1179.0,556.0,623.0,47.2,52.8,16.0,1.4,149.0,12.6,359.0,790.0,2.0,31.2,68.6,0.2,28.1,687.0,65.6,1,49120.0,206.0,80.0,54.0,67.0,46.0,28.2,13.0,9.0,83.0,58.0,48.0,33.0,99.0,67.0,53.0,144.0,98.0,97.0,-0.01,47.0,0.19,37.3,13.0,0.48,49.6,83.0,0.03,63.4,48.0,-0.01,55.9,66.0,0.27,50.6,78.0,-0.13,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,0.8,135587.0,206,6906.0,675.0,285.0,390.0,42.2,57.8,19.0,2.8,94.0,13.9,346.0,328.0,1.0,51.3,48.6,0.1,49.6,440.0,76.0,1,11824.0,206.0,61.0,57.0,46.0,43.0,25.9,26.0,26.0,57.0,56.0,18.0,18.0,70.0,65.0,54.4,101.0,94.0,68.0,0.92,33.0,0.56,42.8,26.0,1.3,55.4,57.0,0.68,67.8,18.0,0.47,56.5,44.0,0.92,52.8,57.0,0.71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,0.56,140134.0,207,4320.0,1364.0,668.0,696.0,49.0,51.0,29.0,2.1,61.0,4.5,826.0,538.0,0.0,60.6,39.4,0.0,17.4,523.0,44.2,1,25106.0,207.0,120.0,54.0,104.0,46.0,29.1,22.0,10.0,88.0,41.0,103.0,48.0,107.0,48.0,61.4,213.0,95.0,106.0,0.5,107.0,0.63,45.1,22.0,1.46,57.0,88.0,0.67,68.5,103.0,0.28,64.1,102.0,0.68,59.1,111.0,0.46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,0.11,100502.0,207,4681.0,616.0,220.0,396.0,35.7,64.3,21.0,3.4,59.0,9.6,375.0,239.0,2.0,60.9,38.8,0.3,14.8,281.0,45.6,1,51610.0,207.0,69.0,58.0,50.0,42.0,27.9,14.0,12.0,63.0,56.0,36.0,32.0,57.0,48.0,52.5,113.0,95.0,56.0,0.1,57.0,0.11,36.1,14.0,0.33,49.5,63.0,0.07,64.9,36.0,0.07,55.8,48.0,0.32,50.2,65.0,-0.05,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
78,0.1,100503.0,207,4801.0,431.0,431.0,0.0,100.0,0.0,9.0,2.1,41.0,9.5,199.0,230.0,2.0,46.2,53.4,0.5,27.4,246.0,57.2,1,53636.0,207.0,0.0,0.0,97.0,100.0,27.1,18.0,21.0,44.0,52.0,23.0,27.0,53.0,55.0,51.6,85.0,88.0,52.0,-0.14,33.0,0.48,33.9,18.0,0.12,52.4,44.0,0.32,60.0,23.0,-0.33,51.6,85.0,0.1,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
80,0.38,135531.0,207,6905.0,1085.0,477.0,608.0,44.0,56.0,18.0,1.7,78.0,7.2,516.0,567.0,2.0,47.6,52.3,0.2,23.1,463.0,52.4,1,10854.0,207.0,114.0,67.0,56.0,33.0,27.8,16.0,11.0,96.0,64.0,37.0,25.0,89.0,52.0,55.0,149.0,88.0,82.0,0.35,67.0,0.42,38.6,16.0,0.89,54.2,96.0,0.35,65.9,37.0,0.24,58.0,50.0,0.54,53.5,99.0,0.3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,-0.01,100624.0,208,4223.0,845.0,418.0,427.0,49.5,50.5,10.0,1.2,187.0,22.1,335.0,504.0,6.0,39.6,59.6,0.7,24.7,406.0,55.6,1,37388.0,208.0,65.0,51.0,63.0,49.0,27.1,22.0,19.0,65.0,56.0,30.0,26.0,73.0,57.0,48.5,117.0,91.0,71.0,0.0,46.0,-0.02,30.1,22.0,-0.04,50.5,65.0,0.13,60.8,30.0,-0.27,51.8,57.0,0.06,45.3,60.0,-0.07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
87,0.55,136450.0,208,4322.0,927.0,425.0,502.0,45.8,54.2,13.0,1.4,455.0,49.1,600.0,323.0,4.0,64.7,34.8,0.4,40.9,646.5,69.9,1,40882.0,208.0,103.0,56.0,81.0,44.0,27.0,28.0,17.0,99.0,59.0,41.0,24.0,131.0,71.0,54.6,168.0,91.0,123.0,0.54,45.0,0.58,42.1,28.0,1.17,54.0,99.0,0.54,64.8,41.0,0.15,56.9,76.0,0.78,52.8,92.0,0.36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,-0.2,129649.0,208,4731.0,1034.0,427.0,607.0,41.3,58.7,39.0,3.8,149.0,14.4,391.0,643.0,0.0,37.8,62.2,0.0,24.3,432.5,49.8,1,17070.0,208.0,100.0,62.0,62.0,38.0,26.6,31.0,22.0,86.0,60.0,26.0,18.0,94.0,58.0,47.0,143.0,88.0,87.0,-0.57,56.0,0.38,32.9,31.0,0.14,46.4,86.0,-0.27,59.9,26.0,-0.38,48.2,56.0,-0.05,46.3,87.0,-0.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
91,0.39,100637.0,208,5400.0,942.0,927.0,15.0,98.4,1.6,13.0,1.4,126.0,13.4,513.0,429.0,0.0,54.5,45.5,0.0,12.8,373.0,50.1,1,29342.0,208.0,0.0,0.0,148.0,100.0,27.7,18.0,13.0,79.0,57.0,42.0,30.0,72.0,49.0,55.1,139.0,94.0,69.0,0.35,70.0,0.43,39.2,18.0,0.65,53.2,79.0,0.42,65.1,42.0,0.23,55.1,139.0,0.39,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
92,0.67,100638.0,208,5401.0,1207.0,554.0,653.0,45.9,54.1,53.0,4.4,105.0,8.7,578.0,624.0,5.0,47.9,51.7,0.4,10.5,224.5,24.9,1,5594.0,208.0,106.0,59.0,73.0,41.0,28.3,23.0,13.0,79.0,45.0,75.0,42.0,37.0,21.0,60.2,177.0,99.0,37.0,0.51,140.0,0.71,37.3,23.0,0.69,57.7,79.0,0.75,69.8,75.0,0.58,62.3,72.0,0.73,58.7,105.0,0.63,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
93,-0.12,137093.0,208,5402.0,1414.0,671.0,743.0,47.5,52.5,41.0,2.9,163.0,11.5,270.0,1079.0,8.0,19.9,79.5,0.6,14.5,503.5,41.6,1,15882.0,208.0,102.0,58.0,75.0,42.0,28.2,25.0,15.0,84.0,50.0,59.0,35.0,76.0,43.0,51.4,168.0,95.0,75.0,-0.2,93.0,-0.05,34.9,25.0,0.22,47.6,84.0,-0.27,63.9,59.0,-0.04,55.1,71.0,0.16,48.6,97.0,-0.32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,-0.37,100640.0,208,5403.0,515.0,34.0,481.0,6.6,93.4,17.0,3.3,22.0,4.3,188.0,327.0,0.0,36.5,63.5,0.0,25.6,224.0,51.8,1,2208.0,208.0,104.0,100.0,0.0,0.0,27.2,17.0,18.0,57.0,59.0,22.0,23.0,50.0,48.0,46.0,96.0,92.0,45.0,-0.54,51.0,-0.21,30.4,17.0,-0.18,46.7,57.0,-0.31,56.5,22.0,-0.65,0.0,0.0,0.0,46.0,96.0,-0.37,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
95,-0.23,137966.0,208,5404.0,761.0,741.0,20.0,97.4,2.6,10.0,1.3,137.0,18.0,331.0,429.0,1.0,43.5,56.4,0.1,25.9,331.0,54.4,1,48978.0,208.0,0.0,0.0,148.0,100.0,28.0,14.0,10.0,86.0,63.0,36.0,26.0,65.0,44.0,49.6,136.0,92.0,62.0,-0.32,74.0,-0.16,33.3,14.0,0.12,47.4,86.0,-0.25,60.9,36.0,-0.33,49.6,136.0,-0.23,0.0,0.0,0.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,-0.33,100642.0,208,5405.0,615.0,3.0,612.0,0.5,99.5,19.0,3.1,102.0,16.6,194.0,421.0,0.0,31.5,68.5,0.0,21.1,271.5,50.3,1,31370.0,208.0,101.0,100.0,0.0,0.0,28.7,8.0,8.0,47.0,47.0,45.0,45.0,42.0,42.0,51.0,100.0,99.0,42.0,-0.3,58.0,-0.35,35.5,8.0,0.36,47.0,47.0,-0.18,58.0,45.0,-0.61,0.0,0.0,0.0,51.0,100.0,-0.33,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
98,0.1,134815.0,208,6905.0,948.0,443.0,505.0,46.7,53.3,25.0,2.6,169.0,17.8,420.0,528.0,0.0,44.3,55.7,0.0,28.3,474.0,60.3,1,29554.0,208.0,90.0,55.0,75.0,45.0,26.6,28.0,18.0,98.0,64.0,27.0,18.0,84.0,51.0,48.4,153.0,93.0,79.0,-0.04,74.0,0.26,33.6,28.0,0.37,49.9,98.0,0.07,61.6,27.0,-0.07,49.6,70.0,0.13,47.5,83.0,0.08,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0.01,135389.0,208,6906.0,922.0,424.0,498.0,46.0,54.0,24.0,2.6,123.0,13.3,362.0,560.0,0.0,39.3,60.7,0.0,61.4,594.5,71.8,1,2316.0,208.0,95.0,54.0,80.0,46.0,26.2,40.0,26.0,79.0,51.0,35.0,23.0,122.0,70.0,46.8,154.0,88.0,107.0,-0.04,47.0,0.11,32.7,40.0,0.27,47.1,79.0,-0.14,63.7,35.0,0.05,51.1,74.0,0.21,43.1,80.0,-0.18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,0.0,100740.0,209,4047.0,892.0,394.0,498.0,44.2,55.8,26.0,2.9,87.0,9.8,376.0,510.0,6.0,42.2,57.2,0.7,30.0,509.0,57.1,1,14910.0,209.0,111.0,61.0,72.0,39.0,26.4,35.0,23.0,84.0,56.0,32.0,21.0,106.0,58.0,47.5,151.0,83.0,100.0,-0.17,51.0,0.32,29.4,35.0,0.0,48.4,84.0,-0.09,65.4,32.0,0.24,50.3,55.0,0.21,45.7,96.0,-0.12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
105,0.33,100741.0,209,4204.0,1313.0,1308.0,5.0,99.6,0.4,8.0,0.6,111.0,8.5,263.0,1050.0,0.0,20.0,80.0,0.0,16.8,391.0,36.9,1,56696.0,209.0,0.0,0.0,213.0,100.0,28.1,22.0,11.0,110.0,57.0,60.0,31.0,78.0,37.0,54.6,192.0,90.0,70.0,0.06,122.0,0.48,39.7,22.0,0.64,52.6,110.0,0.28,66.4,60.0,0.31,54.6,192.0,0.33,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
106,-0.37,100742.0,209,4249.0,879.0,393.0,486.0,44.7,55.3,47.0,5.3,110.0,12.5,298.0,576.0,5.0,33.9,65.5,0.6,26.3,457.0,52.0,1,12784.0,209.0,91.0,57.0,68.0,43.0,26.7,28.0,19.0,81.0,54.0,40.0,27.0,80.0,50.0,45.3,149.0,94.0,78.0,-0.52,71.0,-0.2,20.0,28.0,-0.81,46.4,81.0,-0.21,60.1,40.0,-0.37,46.4,63.0,-0.3,44.5,86.0,-0.41,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
107,-0.69,100743.0,209,4267.0,1344.0,639.0,705.0,47.5,52.5,36.0,2.7,208.0,15.5,335.0,1009.0,0.0,24.9,75.1,0.0,28.9,571.0,53.9,1,52600.0,209.0,128.0,54.0,109.0,46.0,26.3,49.0,25.0,115.0,58.0,35.0,18.0,122.0,51.0,41.3,199.0,84.0,108.0,-0.92,91.0,-0.41,27.4,49.0,-0.41,40.9,115.0,-0.79,56.1,35.0,-0.74,45.1,96.0,-0.4,38.0,103.0,-0.96,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
108,-0.4,100745.0,209,4289.0,1377.0,8.0,1369.0,0.6,99.4,34.0,2.5,370.0,26.9,274.0,1092.0,11.0,19.9,79.3,0.8,16.0,411.0,36.3,1,18958.0,209.0,221.0,100.0,0.0,0.0,27.6,30.0,14.0,111.0,53.0,69.0,33.0,66.0,30.0,46.6,210.0,95.0,65.0,-0.87,145.0,-0.19,27.9,30.0,-0.28,43.0,111.0,-0.53,61.8,69.0,-0.24,0.0,0.0,0.0,46.6,210.0,-0.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
109,-0.25,100747.0,209,4323.0,861.0,425.0,436.0,49.4,50.6,13.0,1.5,82.0,9.5,342.0,441.0,19.0,42.6,55.0,2.4,26.4,465.5,54.1,1,41270.0,209.0,69.0,43.0,91.0,57.0,26.2,35.0,26.0,72.0,54.0,27.0,20.0,87.0,54.0,43.2,134.0,84.0,76.0,-0.41,58.0,-0.05,28.4,35.0,-0.23,46.4,72.0,-0.2,59.5,27.0,-0.41,45.4,75.0,-0.1,40.3,59.0,-0.44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
110,-0.48,100748.0,209,4600.0,687.0,326.0,361.0,47.5,52.5,40.0,5.8,19.0,2.8,357.0,294.0,36.0,52.0,42.8,5.2,25.0,347.0,59.1,1,476.0,209.0,61.0,52.0,57.0,48.0,27.1,23.0,21.0,54.0,49.0,33.0,30.0,64.0,54.0,45.5,110.0,93.0,64.0,-0.67,46.0,-0.21,18.4,23.0,-1.2,47.3,54.0,-0.14,59.4,33.0,-0.53,52.8,52.0,-0.02,38.6,58.0,-0.89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
111,-0.27,100749.0,209,4636.0,743.0,313.0,430.0,42.1,57.9,16.0,2.2,71.0,9.6,170.0,515.0,1.0,24.8,75.1,0.1,14.9,293.0,39.5,1,58392.0,209.0,56.0,51.0,54.0,49.0,27.9,15.0,14.0,54.0,52.0,35.0,34.0,46.0,42.0,49.3,104.0,95.0,43.0,-0.47,61.0,-0.12,32.8,15.0,-0.21,45.4,54.0,-0.33,61.6,35.0,-0.2,51.7,50.0,-0.14,47.0,54.0,-0.39,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
112,0.25,100750.0,209,4646.0,879.0,806.0,73.0,91.7,8.3,5.0,0.6,94.0,10.7,220.0,654.0,5.0,25.0,74.4,0.6,12.2,188.0,31.8,1,41272.0,209.0,0.0,0.0,117.0,100.0,28.5,9.0,8.0,60.0,53.0,44.0,39.0,41.0,35.0,56.1,113.0,97.0,40.0,-0.16,73.0,0.47,41.0,9.0,0.73,50.9,60.0,0.17,66.1,44.0,0.26,56.1,113.0,0.25,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
113,0.4,100752.0,209,4802.0,766.0,310.0,456.0,40.5,59.5,20.0,2.6,91.0,11.9,84.0,681.0,1.0,11.0,88.9,0.1,15.7,314.0,41.0,1,6290.0,209.0,97.0,66.0,51.0,34.0,27.4,23.0,16.0,80.0,56.0,39.0,27.0,60.0,41.0,53.6,142.0,96.0,56.0,0.16,86.0,0.56,38.1,23.0,0.48,52.3,80.0,0.42,67.4,39.0,0.32,53.9,49.0,0.48,53.5,93.0,0.36,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
114,0.25,135843.0,209,5201.0,843.0,352.0,491.0,41.8,58.2,10.0,1.2,177.0,21.0,260.0,504.0,0.0,34.0,66.0,0.0,23.0,351.0,44.2,1,41274.0,209.0,59.0,57.0,44.0,43.0,26.8,18.0,18.0,60.0,61.0,21.0,21.0,40.0,39.0,50.6,99.0,96.0,40.0,0.14,59.0,0.33,35.3,18.0,0.35,51.0,60.0,0.29,64.6,21.0,0.05,51.6,43.0,0.43,49.9,56.0,0.12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
115,0.15,135073.0,209,6905.0,1784.0,874.0,910.0,49.0,51.0,33.0,1.8,119.0,6.7,394.0,1248.0,35.0,23.5,74.4,2.1,17.1,528.0,36.7,1,21914.0,209.0,102.0,52.0,94.0,48.0,28.0,23.0,12.0,102.0,54.0,65.0,34.0,75.0,38.0,54.1,190.0,97.0,75.0,0.06,115.0,0.22,35.5,23.0,0.49,51.2,102.0,0.17,64.0,65.0,0.01,56.7,90.0,0.38,51.6,100.0,-0.05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,-0.43,135070.0,209,6906.0,1393.0,603.0,790.0,43.3,56.7,16.0,1.1,188.0,13.5,264.0,1028.0,14.0,20.2,78.7,1.1,20.5,565.5,45.8,1,21918.0,209.0,107.0,63.0,63.0,37.0,27.3,30.0,18.0,91.0,55.0,43.0,26.0,69.0,41.0,45.7,164.0,96.0,65.0,-0.55,99.0,-0.36,27.0,30.0,-0.5,44.6,91.0,-0.48,61.3,43.0,-0.28,50.0,61.0,-0.15,43.3,103.0,-0.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,0.21,135264.0,209,6907.0,1223.0,586.0,637.0,47.9,52.1,15.0,1.2,187.0,15.3,430.0,703.0,1.0,37.9,62.0,0.1,25.4,602.5,50.6,1,49852.0,209.0,95.0,63.0,56.0,37.0,26.2,36.0,26.0,77.0,56.0,24.0,18.0,73.0,48.0,48.5,137.0,91.0,67.0,0.17,70.0,0.24,32.3,36.0,0.19,52.5,77.0,0.36,62.5,24.0,-0.28,51.1,53.0,0.38,47.0,84.0,0.09,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,0.31,136309.0,210,4265.0,1605.0,782.0,823.0,48.7,51.3,31.0,1.9,167.0,10.4,336.0,1265.0,4.0,20.9,78.8,0.2,9.2,376.0,26.6,1,28694.0,210.0,137.0,52.0,127.0,48.0,29.8,17.0,7.0,90.0,37.0,139.0,57.0,74.0,28.0,60.8,246.0,93.0,69.0,0.07,177.0,0.41,31.2,17.0,0.0,53.7,90.0,0.25,69.4,139.0,0.39,61.4,121.0,0.33,60.2,125.0,0.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,0.32,136298.0,210,4318.0,1200.0,573.0,627.0,47.8,52.3,29.0,2.4,227.0,18.9,63.0,1137.0,0.0,5.3,94.8,0.0,12.9,248.5,27.9,1,10640.0,210.0,92.0,53.0,81.0,47.0,28.7,12.0,7.0,93.0,56.0,62.0,37.0,58.0,34.0,57.0,167.0,97.0,58.0,-0.07,109.0,0.52,38.8,12.0,0.5,52.7,93.0,0.25,68.1,62.0,0.37,58.7,78.0,0.49,55.4,89.0,0.16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,0.14,100849.0,210,4680.0,793.0,793.0,0.0,100.0,0.0,8.0,1.0,138.0,17.4,289.0,504.0,0.0,36.4,63.6,0.0,16.5,308.0,48.4,1,51248.0,210.0,0.0,0.0,128.0,100.0,28.8,10.0,8.0,63.0,50.0,54.0,43.0,63.0,49.0,55.6,127.0,99.0,62.0,0.06,65.0,0.22,39.3,10.0,0.43,49.4,63.0,0.08,66.1,54.0,0.16,55.6,127.0,0.14,0.0,0.0,0.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
127,0.91,100857.0,210,5402.0,675.0,3.0,672.0,0.4,99.6,9.0,1.3,69.0,10.2,241.0,432.0,2.0,35.7,64.0,0.3,21.0,296.0,47.7,1,51678.0,210.0,138.0,100.0,0.0,0.0,26.8,21.0,18.0,71.0,60.0,27.0,23.0,64.0,46.0,56.8,119.0,86.0,56.0,1.06,63.0,0.78,48.6,21.0,1.73,57.1,71.0,0.91,66.0,27.0,0.27,0.0,0.0,0.0,56.8,119.0,0.91,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
129,0.21,100859.0,210,5404.0,602.0,602.0,0.0,100.0,0.0,6.0,1.0,86.0,14.3,345.0,257.0,0.0,57.3,42.7,0.0,22.1,334.0,55.5,1,37414.0,210.0,0.0,0.0,118.0,100.0,26.8,23.0,21.0,60.0,56.0,24.0,22.0,65.0,55.0,49.9,107.0,91.0,59.0,0.16,48.0,0.28,25.9,23.0,-0.49,54.7,60.0,0.54,66.1,24.0,0.07,49.9,107.0,0.21,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
130,0.8,138960.0,210,5405.0,828.0,417.0,411.0,50.4,49.6,29.0,3.5,79.0,9.5,438.0,385.0,5.0,52.9,46.5,0.6,18.5,277.0,42.6,1,44786.0,210.0,63.0,49.0,65.0,51.0,27.2,20.0,16.0,78.0,63.0,26.0,21.0,51.0,40.0,57.4,124.0,97.0,48.0,0.83,76.0,0.77,41.6,20.0,0.89,57.1,78.0,0.81,71.8,26.0,0.68,59.7,62.0,0.79,55.1,62.0,0.8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,0.15,134222.0,210,6905.0,1330.0,647.0,683.0,48.6,51.4,36.0,2.7,167.0,12.6,467.0,850.0,13.0,35.1,63.9,1.0,35.5,688.5,65.5,1,11822.0,210.0,97.0,55.0,80.0,45.0,29.3,9.0,5.0,87.0,51.0,75.0,44.0,100.0,56.0,57.4,171.0,97.0,98.0,-0.06,73.0,0.43,40.7,9.0,0.7,53.7,87.0,0.29,64.2,75.0,-0.07,58.5,76.0,0.19,56.5,95.0,0.12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,0.15,134225.0,210,6906.0,801.0,333.0,468.0,41.6,58.4,15.0,1.9,94.0,11.7,354.0,430.0,17.0,44.2,53.7,2.1,51.4,398.5,63.3,1,22702.0,210.0,96.0,62.0,60.0,38.0,25.3,39.0,33.0,70.0,58.0,11.0,9.0,91.0,58.0,45.6,120.0,77.0,80.0,0.23,40.0,-0.03,31.7,39.0,0.16,50.9,70.0,0.16,64.7,11.0,0.05,50.4,45.0,0.41,42.7,75.0,-0.01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
