,P8MEA,URN,LA,ESTAB_x,NOR,NORG,NORB,PNORG,PNORB,TSENELSE,PSENELSE,TSENELK,PSENELK,NUMEAL,NUMENGFL,NUMUNCFL,PNUMEAL,PNUMENGFL,PNUMUNCFL,PNUMFSM,NUMFSMEVER,PNUMFSMEVER,RECTYPE,ALPHAIND,LEA,BPUP,PBPUP,GPUP,PGPUP,KS2APS,TPRIORLO,PTPRIORLO,TPRIORAV,PTPRIORAV,TPRIORHI,PTPRIORHI,TFSM6CLA1A,PTFSM6CLA1A,ATT8SCR,P8PUP,P8MEACOV,P8PUP_FSM6CLA1A,P8MEA_FSM6CLA1A,P8PUP_NFSM6CLA1A,P8MEA_NFSM6CLA1A,ATT8SCR_LO,P8PUP_LO,P8MEA_LO,ATT8SCR_AV,P8PUP_AV,P8MEA_AV,ATT8SCR_HI,P8PUP_HI,P8MEA_HI,ATT8SCR_GIRLS,P8PUP_GIRLS,P8MEA_GIRLS,ATT8SCR_BOYS,P8PUP_BOYS,P8MEA_BOYS,Gender_BOYS,Gender_GIRLS,AdmitPol_COMP,AdmitPol_MOD,AdmitPol_SEL,Faith_school_Christian,Faith_school_Church of England,Faith_school_Church of England/Christian,Faith_school_Church of England/Roman Catholic,Faith_school_Jewish,Faith_school_Muslim,Faith_school_Roman Catholic,Faith_school_Roman Catholic/Church of England,Faith_school_Sikh,School_type_ACC,School_type_ACCS,School_type_ACS,School_type_CTC,School_type_CY,School_type_CYS,School_type_F,School_type_FD,School_type_FDS,School_type_FS,School_type_FSS,School_type_FUTC,School_type_NMSS,School_type_VA,School_type_VC
3172,-0.1,139455.0,893,4385.0,593.0,295.0,298.0,49.7,50.3,18.0,3.0,52.0,8.8,10.0,582.0,1.0,1.7,98.1,0.2,6.9,84.0,14.2,1,11660.0,893.0,66.0,50.0,66.0,50.0,28.3,16.0,13.0,58.0,47.0,50.0,40.0,22.0,17.0,52.3,124.0,94.0,22.0,-0.35,102.0,-0.04,28.5,16.0,-0.34,47.0,58.0,-0.18,66.0,50.0,0.08,54.4,63.0,0.07,50.2,61.0,-0.27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3173,-0.36,139102.0,893,4387.0,518.0,237.0,281.0,45.8,54.2,45.0,8.7,29.0,5.6,17.0,499.0,2.0,3.3,96.3,0.4,10.4,125.0,24.1,1,29494.0,893.0,59.0,54.0,51.0,46.0,27.7,16.0,16.0,52.0,52.0,32.0,32.0,22.0,20.0,47.9,100.0,91.0,20.0,-0.95,80.0,-0.21,31.7,16.0,-0.13,44.5,52.0,-0.46,60.5,32.0,-0.31,50.5,45.0,-0.15,45.7,55.0,-0.53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3174,0.02,139769.0,893,4391.0,964.0,510.0,454.0,52.9,47.1,28.0,2.9,27.0,2.8,4.0,960.0,0.0,0.4,99.6,0.0,7.0,161.0,19.6,1,62204.0,893.0,74.0,45.0,90.0,55.0,28.6,17.0,11.0,83.0,53.0,58.0,37.0,22.0,13.0,53.9,158.0,96.0,21.0,-0.77,137.0,0.14,30.5,17.0,-0.38,51.7,83.0,0.18,64.4,58.0,-0.1,56.0,88.0,0.22,51.4,70.0,-0.23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3175,-0.12,140922.0,893,4394.0,1300.0,612.0,688.0,47.1,52.9,25.0,1.9,26.0,2.0,29.0,1264.0,7.0,2.2,97.2,0.5,6.0,150.0,14.1,1,26636.0,893.0,105.0,50.0,104.0,50.0,28.4,14.0,7.0,123.0,60.0,67.0,33.0,27.0,13.0,52.1,204.0,98.0,26.0,-0.75,178.0,-0.03,31.0,14.0,-0.19,49.1,123.0,-0.06,61.7,67.0,-0.22,54.9,102.0,0.14,49.3,102.0,-0.38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3176,-0.19,139464.0,893,4395.0,542.0,271.0,271.0,50.0,50.0,37.0,6.8,68.0,12.5,23.0,519.0,0.0,4.2,95.8,0.0,17.3,215.0,39.7,1,56270.0,893.0,54.0,49.0,57.0,51.0,25.4,37.0,35.0,60.0,56.0,10.0,9.0,48.0,43.0,42.5,107.0,96.0,45.0,-0.65,62.0,0.15,27.5,37.0,-0.54,49.1,60.0,0.07,57.4,10.0,-0.42,43.5,54.0,-0.12,41.4,53.0,-0.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3177,0.23,123570.0,893,4396.0,816.0,402.0,414.0,49.3,50.7,29.0,3.6,141.0,17.3,21.0,794.0,1.0,2.6,97.3,0.1,13.8,236.0,28.9,1,4770.0,893.0,86.0,52.0,79.0,48.0,27.7,26.0,16.0,82.0,51.0,53.0,33.0,60.0,36.0,53.5,161.0,98.0,60.0,0.07,101.0,0.33,35.6,26.0,0.26,52.3,82.0,0.31,64.6,53.0,0.11,56.7,78.0,0.45,50.5,83.0,0.03,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3178,-0.17,123573.0,893,4403.0,1210.0,595.0,615.0,49.2,50.8,31.0,2.6,109.0,9.0,27.0,1178.0,5.0,2.2,97.4,0.4,8.4,249.0,20.6,1,33806.0,893.0,119.0,51.0,114.0,49.0,28.5,25.0,11.0,116.0,51.0,85.0,38.0,42.0,18.0,52.2,226.0,97.0,42.0,-0.57,184.0,-0.08,33.5,25.0,-0.11,48.0,116.0,-0.17,62.8,85.0,-0.19,53.0,111.0,0.07,51.3,115.0,-0.41,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3179,-0.12,123575.0,893,4406.0,519.0,273.0,246.0,52.6,47.4,22.0,4.2,86.0,16.6,3.0,455.0,1.0,0.7,99.1,0.2,13.8,133.0,27.3,1,49058.0,893.0,32.0,43.0,43.0,57.0,27.1,10.0,17.0,37.0,62.0,13.0,22.0,20.0,27.0,47.8,60.0,80.0,17.0,-0.26,43.0,-0.06,29.8,10.0,-0.28,47.2,37.0,-0.16,64.4,13.0,0.12,49.0,34.0,-0.12,46.3,26.0,-0.11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3180,0.15,123577.0,893,4410.0,497.0,237.0,260.0,47.7,52.3,14.0,2.8,71.0,14.3,15.0,482.0,0.0,3.0,97.0,0.0,6.6,83.5,16.8,1,33262.0,893.0,52.0,53.0,46.0,47.0,28.7,11.0,11.0,49.0,51.0,36.0,38.0,16.0,16.0,55.9,96.0,98.0,16.0,0.1,80.0,0.16,30.5,11.0,-0.28,53.3,49.0,0.18,67.3,36.0,0.25,58.7,45.0,0.24,53.4,51.0,0.08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3181,0.12,141451.0,893,4412.0,505.0,254.0,251.0,50.3,49.7,22.0,4.4,47.0,9.3,7.0,498.0,0.0,1.4,98.6,0.0,6.9,106.0,21.0,1,29374.0,893.0,50.0,49.0,53.0,51.0,27.8,12.0,12.0,62.0,63.0,25.0,25.0,16.0,16.0,52.7,99.0,96.0,16.0,-0.68,83.0,0.28,35.5,12.0,0.33,51.5,62.0,0.12,63.1,25.0,0.03,53.9,51.0,0.22,51.4,48.0,0.01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3182,-0.14,123580.0,893,4423.0,898.0,476.0,422.0,53.0,47.0,38.0,4.2,18.0,2.0,28.0,870.0,0.0,3.1,96.9,0.0,10.5,193.0,24.5,1,21786.0,893.0,78.0,48.0,85.0,52.0,26.6,37.0,23.0,89.0,56.0,32.0,20.0,34.0,21.0,46.5,158.0,97.0,33.0,-0.32,125.0,-0.09,32.9,37.0,0.07,46.8,89.0,-0.22,61.8,32.0,-0.14,48.1,82.0,0.1,44.9,76.0,-0.39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3183,0.17,142153.0,893,4427.0,811.0,401.0,410.0,49.4,50.6,18.0,2.2,67.0,8.3,19.0,790.0,2.0,2.3,97.4,0.2,7.6,135.0,19.3,1,38264.0,893.0,68.0,59.0,48.0,41.0,27.3,22.0,21.0,56.0,52.0,29.0,27.0,26.0,22.0,51.7,107.0,92.0,26.0,0.08,81.0,0.2,35.5,22.0,0.22,50.9,56.0,0.12,65.5,29.0,0.23,54.1,45.0,0.31,50.0,62.0,0.07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3184,-0.05,136979.0,893,4437.0,1332.0,693.0,639.0,52.0,48.0,33.0,2.5,40.0,3.0,72.0,1253.0,7.0,5.4,94.1,0.5,10.0,236.0,19.6,1,32862.0,893.0,109.0,47.0,124.0,53.0,27.4,36.0,17.0,119.0,55.0,61.0,28.0,46.0,20.0,49.6,216.0,93.0,44.0,-0.45,172.0,0.05,29.1,36.0,-0.27,48.7,119.0,-0.02,64.7,61.0,0.0,51.5,118.0,0.01,47.5,98.0,-0.13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3185,0.09,139143.0,893,4500.0,758.0,366.0,392.0,48.3,51.7,23.0,3.0,61.0,8.0,5.0,752.0,1.0,0.7,99.2,0.1,5.7,99.0,14.9,1,7294.0,893.0,96.0,59.0,67.0,41.0,27.8,19.0,12.0,91.0,57.0,49.0,31.0,30.0,18.0,52.3,159.0,98.0,29.0,-0.54,130.0,0.23,30.7,19.0,-0.08,50.2,91.0,0.11,65.3,49.0,0.11,53.5,67.0,0.1,51.4,92.0,0.08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3186,-0.1,123587.0,893,4501.0,638.0,313.0,325.0,49.1,50.9,31.0,4.9,114.0,17.9,12.0,626.0,0.0,1.9,98.1,0.0,10.2,147.0,23.0,1,31938.0,893.0,71.0,53.0,63.0,47.0,26.9,34.0,26.0,63.0,49.0,32.0,25.0,29.0,22.0,48.2,129.0,96.0,27.0,-0.25,102.0,-0.06,32.6,34.0,-0.07,48.4,63.0,-0.08,63.0,32.0,-0.18,49.9,61.0,-0.03,46.6,68.0,-0.17,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3187,0.1,123589.0,893,4503.0,1306.0,653.0,653.0,50.0,50.0,48.0,3.7,19.0,1.5,60.0,1240.0,6.0,4.6,94.9,0.5,6.7,194.0,18.9,1,57240.0,893.0,105.0,52.0,97.0,48.0,28.0,22.0,12.0,95.0,51.0,70.0,37.0,29.0,14.0,53.1,187.0,93.0,29.0,-0.23,158.0,0.16,32.5,22.0,0.19,50.7,95.0,0.2,62.8,70.0,-0.05,55.4,89.0,0.21,50.9,98.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3188,0.07,137336.0,893,5401.0,664.0,329.0,335.0,49.5,50.5,21.0,3.2,30.0,4.5,4.0,660.0,0.0,0.6,99.4,0.0,4.2,73.0,11.0,1,13034.0,893.0,70.0,51.0,68.0,49.0,28.5,12.0,9.0,70.0,53.0,50.0,38.0,19.0,14.0,53.6,132.0,96.0,18.0,-0.4,114.0,0.15,44.0,12.0,0.84,48.9,70.0,-0.01,64.2,50.0,0.0,54.1,65.0,0.17,53.1,67.0,-0.02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3191,0.24,142067.0,894,4000.0,350.0,198.0,152.0,56.6,43.4,12.0,3.4,46.0,13.1,68.0,280.0,2.0,19.4,80.0,0.6,16.5,108.0,35.6,1,25690.0,894.0,34.0,39.0,53.0,61.0,27.4,12.0,15.0,44.0,56.0,23.0,29.0,26.0,30.0,51.8,79.0,91.0,24.0,0.08,55.0,0.31,38.6,12.0,0.66,51.4,44.0,0.33,62.1,23.0,-0.14,53.4,48.0,0.43,49.2,31.0,-0.06,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3192,-0.69,142285.0,894,4001.0,1092.0,527.0,565.0,48.3,51.7,34.0,3.1,196.0,17.9,71.0,1019.0,2.0,6.5,93.3,0.2,18.6,435.0,39.8,1,57002.0,894.0,121.0,51.0,117.0,49.0,27.0,42.0,18.0,132.0,57.0,57.0,25.0,92.0,39.0,41.9,231.0,97.0,89.0,-1.13,142.0,-0.42,23.4,42.0,-0.83,42.1,132.0,-0.66,55.8,57.0,-0.67,45.4,115.0,-0.48,38.5,116.0,-0.91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3194,-0.29,123574.0,894,4405.0,1068.0,509.0,559.0,47.7,52.3,17.0,1.6,156.0,14.6,12.0,1056.0,0.0,1.1,98.9,0.0,5.9,156.0,14.6,1,8762.0,894.0,126.0,59.0,88.0,41.0,28.4,22.0,11.0,114.0,55.0,72.0,35.0,29.0,14.0,50.5,208.0,97.0,29.0,-0.82,179.0,-0.21,29.6,22.0,-0.42,46.8,114.0,-0.33,62.1,72.0,-0.2,51.7,86.0,-0.21,49.6,122.0,-0.35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3195,-0.32,139766.0,894,4408.0,635.0,283.0,352.0,44.6,55.4,26.0,4.1,192.0,30.2,39.0,596.0,0.0,6.1,93.9,0.0,26.2,314.0,49.5,1,56998.0,894.0,63.0,53.0,56.0,47.0,26.5,25.0,23.0,61.0,55.0,25.0,23.0,50.0,42.0,44.9,111.0,93.0,49.0,-0.97,62.0,0.19,28.3,25.0,-0.09,45.2,61.0,-0.42,60.8,25.0,-0.33,46.3,51.0,-0.42,43.8,60.0,-0.24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3196,-0.82,139536.0,894,4425.0,369.0,175.0,194.0,47.4,52.6,7.0,1.9,130.0,35.2,35.0,329.0,5.0,9.5,89.2,1.4,30.2,200.0,54.3,1,57000.0,894.0,41.0,49.0,43.0,51.0,25.8,16.0,21.0,52.0,68.0,9.0,12.0,42.0,50.0,38.6,77.0,92.0,41.0,-0.81,36.0,-0.84,20.6,16.0,-0.75,39.5,52.0,-0.87,57.0,9.0,-0.65,40.1,40.0,-0.78,37.0,37.0,-0.87,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3197,0.62,133708.0,894,4439.0,922.0,464.0,458.0,50.3,49.7,81.0,8.8,273.0,29.6,147.0,775.0,0.0,15.9,84.1,0.0,18.9,353.0,38.3,1,21982.0,894.0,100.0,56.0,80.0,44.0,26.0,47.0,27.0,101.0,58.0,27.0,15.0,66.0,37.0,52.3,175.0,97.0,64.0,0.43,111.0,0.73,41.8,47.0,0.99,54.1,101.0,0.54,65.7,27.0,0.3,53.4,78.0,0.68,51.5,97.0,0.57,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3199,0.02,123595.0,894,5402.0,619.0,278.0,341.0,44.9,55.1,43.0,6.9,147.0,23.7,110.0,505.0,4.0,17.8,81.6,0.6,15.5,209.0,33.8,1,17474.0,894.0,56.0,52.0,52.0,48.0,25.0,36.0,35.0,49.0,48.0,18.0,17.0,44.0,41.0,44.8,103.0,95.0,43.0,-0.29,60.0,0.25,31.4,36.0,0.16,47.0,49.0,-0.09,64.7,18.0,0.04,48.1,51.0,0.08,41.6,52.0,-0.03,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3200,-0.15,123597.0,894,5404.0,1151.0,570.0,581.0,49.5,50.5,22.0,1.9,173.0,15.0,123.0,1028.0,0.0,10.7,89.3,0.0,7.7,221.0,19.2,1,10610.0,894.0,123.0,54.0,106.0,46.0,27.4,34.0,15.0,127.0,56.0,64.0,28.0,36.0,16.0,48.6,225.0,98.0,35.0,-0.68,190.0,-0.06,29.8,34.0,-0.29,47.5,127.0,-0.1,61.1,64.0,-0.2,52.7,103.0,0.12,45.0,122.0,-0.38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3202,-0.03,135149.0,894,6905.0,1108.0,559.0,549.0,50.5,49.5,25.0,2.3,246.0,22.2,41.0,1009.0,58.0,3.7,91.1,5.2,23.1,422.5,48.0,1,32228.0,894.0,99.0,60.0,67.0,40.0,27.8,18.0,11.0,100.0,61.0,47.0,28.0,76.0,46.0,51.4,165.0,99.0,76.0,-0.3,89.0,0.21,35.1,18.0,0.43,49.0,100.0,-0.07,62.4,47.0,-0.11,53.9,67.0,0.21,49.7,98.0,-0.19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3203,-0.23,135582.0,894,6906.0,988.0,512.0,476.0,51.8,48.2,22.0,2.2,156.0,15.8,45.0,942.0,1.0,4.6,95.3,0.1,23.0,422.5,47.4,1,274.0,894.0,79.0,44.0,101.0,56.0,27.0,33.0,19.0,104.0,59.0,40.0,23.0,85.0,47.0,46.4,177.0,98.0,84.0,-0.58,93.0,0.08,32.1,33.0,-0.03,46.3,104.0,-0.24,59.3,40.0,-0.38,48.9,100.0,-0.13,43.3,77.0,-0.36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3207,-0.69,139953.0,895,4000.0,819.0,429.0,390.0,52.4,47.6,13.0,1.6,17.0,2.1,102.0,714.0,3.0,12.5,87.2,0.4,21.2,390.0,47.7,1,53778.0,895.0,77.0,45.0,95.0,55.0,26.7,36.0,22.0,87.0,52.0,43.0,26.0,77.0,45.0,41.2,166.0,97.0,76.0,-0.93,90.0,-0.49,30.5,36.0,-0.17,39.7,87.0,-0.8,54.2,43.0,-0.9,41.9,91.0,-0.65,40.3,75.0,-0.73,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3208,0.13,137064.0,895,4001.0,393.0,183.0,210.0,46.6,53.4,17.0,4.3,22.0,5.6,10.0,383.0,0.0,2.5,97.5,0.0,17.6,120.0,30.5,1,32200.0,895.0,32.0,52.0,30.0,48.0,27.7,8.0,14.0,32.0,55.0,18.0,31.0,18.0,29.0,52.0,58.0,94.0,18.0,-0.42,40.0,0.38,32.0,8.0,0.14,51.0,32.0,0.2,64.1,18.0,0.02,50.5,29.0,0.05,53.4,29.0,0.22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3209,-0.64,140813.0,895,4002.0,145.0,47.0,98.0,32.4,67.6,4.0,2.8,14.0,9.7,4.0,140.0,1.0,2.8,96.6,0.7,7.9,16.0,17.8,1,29280.0,895.0,40.0,77.0,12.0,23.0,27.6,8.0,17.0,28.0,58.0,12.0,25.0,6.0,12.0,43.9,48.0,92.0,6.0,-1.99,42.0,-0.44,32.8,8.0,-0.14,43.6,28.0,-0.69,53.7,12.0,-0.84,46.5,11.0,0.1,43.1,37.0,-0.86,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3211,0.12,140791.0,895,4116.0,1028.0,505.0,523.0,49.1,50.9,15.0,1.5,18.0,1.8,37.0,991.0,0.0,3.6,96.4,0.0,7.6,132.0,16.1,1,58796.0,895.0,81.0,44.0,102.0,56.0,28.2,23.0,13.0,84.0,48.0,68.0,39.0,29.0,16.0,54.2,175.0,96.0,29.0,-0.03,146.0,0.15,31.8,23.0,-0.13,50.9,84.0,0.17,65.5,68.0,0.13,56.3,98.0,0.26,51.6,77.0,-0.06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3212,0.03,140108.0,895,4121.0,1325.0,634.0,691.0,47.8,52.2,15.0,1.1,25.0,1.9,30.0,1295.0,0.0,2.3,97.7,0.0,6.1,179.0,16.4,1,1420.0,895.0,98.0,48.0,108.0,52.0,28.7,22.0,11.0,96.0,47.0,87.0,42.0,35.0,17.0,54.6,205.0,100.0,35.0,-0.22,170.0,0.08,38.0,22.0,0.64,49.7,96.0,-0.04,64.2,87.0,-0.05,57.4,107.0,0.17,51.4,98.0,-0.13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3213,-0.03,136340.0,895,4123.0,1276.0,1267.0,9.0,99.3,0.7,7.0,0.5,38.0,3.0,48.0,1228.0,0.0,3.8,96.2,0.0,4.8,130.0,12.8,1,52068.0,895.0,0.0,0.0,209.0,100.0,29.9,8.0,4.0,89.0,43.0,110.0,53.0,16.0,8.0,57.8,207.0,99.0,16.0,-0.62,191.0,0.02,36.3,8.0,-0.08,50.2,89.0,-0.08,65.7,110.0,0.02,57.8,207.0,-0.03,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3214,-0.41,111410.0,895,4127.0,663.0,328.0,335.0,49.5,50.5,33.0,5.0,32.0,4.8,8.0,655.0,0.0,1.2,98.8,0.0,8.2,138.0,20.8,1,34138.0,895.0,79.0,54.0,66.0,46.0,27.3,25.0,17.0,85.0,59.0,34.0,24.0,19.0,13.0,45.9,144.0,99.0,19.0,-0.68,125.0,-0.37,17.8,25.0,-1.34,47.6,85.0,-0.2,63.2,34.0,-0.25,49.5,66.0,-0.26,42.8,78.0,-0.54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3215,-0.29,111417.0,895,4139.0,496.0,238.0,258.0,48.0,52.0,4.0,0.8,49.0,9.9,131.0,365.0,0.0,26.4,73.6,0.0,14.3,171.0,34.5,1,44558.0,895.0,56.0,54.0,47.0,46.0,26.6,21.0,23.0,52.0,56.0,20.0,22.0,38.0,37.0,44.7,93.0,90.0,35.0,-0.57,58.0,-0.12,31.9,21.0,0.09,45.8,52.0,-0.38,59.0,20.0,-0.45,47.5,45.0,-0.04,42.3,48.0,-0.53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3216,-0.52,111419.0,895,4143.0,1036.0,546.0,490.0,52.7,47.3,14.0,1.4,15.0,1.4,29.0,1007.0,0.0,2.8,97.2,0.0,7.6,173.0,19.3,1,32328.0,895.0,87.0,48.0,93.0,52.0,28.2,22.0,13.0,83.0,47.0,70.0,40.0,35.0,19.0,48.1,175.0,97.0,35.0,-1.01,140.0,-0.39,25.5,22.0,-0.68,44.7,83.0,-0.47,58.4,70.0,-0.52,48.3,90.0,-0.47,47.8,85.0,-0.57,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3217,-0.15,142237.0,895,4144.0,545.0,258.0,287.0,47.3,52.7,6.0,1.1,28.0,5.1,8.0,537.0,0.0,1.5,98.5,0.0,7.2,91.0,16.7,1,52936.0,895.0,57.0,54.0,48.0,46.0,28.2,11.0,10.0,57.0,54.0,37.0,35.0,24.0,23.0,51.4,105.0,100.0,24.0,-0.44,81.0,-0.06,30.0,11.0,-0.04,49.2,57.0,-0.11,61.1,37.0,-0.24,52.0,48.0,-0.03,50.8,57.0,-0.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3218,-0.06,138002.0,895,4163.0,963.0,503.0,460.0,52.2,47.8,9.0,0.9,103.0,10.7,38.0,911.0,14.0,3.9,94.6,1.5,6.0,143.0,17.4,1,29278.0,895.0,68.0,46.0,79.0,54.0,28.1,16.0,12.0,73.0,54.0,46.0,34.0,24.0,16.0,52.0,135.0,92.0,22.0,-0.88,113.0,0.09,25.5,16.0,-0.78,47.8,73.0,-0.14,67.2,46.0,0.32,52.2,73.0,-0.09,51.7,62.0,-0.03,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3219,0.1,137449.0,895,4165.0,1255.0,650.0,605.0,51.8,48.2,30.0,2.4,76.0,6.1,10.0,1245.0,0.0,0.8,99.2,0.0,4.1,106.0,10.1,1,25282.0,895.0,99.0,47.0,111.0,53.0,29.1,18.0,9.0,97.0,47.0,93.0,45.0,15.0,7.0,56.5,208.0,99.0,15.0,-0.93,193.0,0.18,32.3,18.0,-0.05,51.7,97.0,0.06,66.7,93.0,0.17,58.9,110.0,0.27,53.9,98.0,-0.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3220,0.03,111436.0,895,4211.0,1507.0,755.0,752.0,50.1,49.9,27.0,1.8,56.0,3.7,24.0,1464.0,19.0,1.6,97.1,1.3,4.6,116.0,9.5,1,41248.0,895.0,127.0,51.0,121.0,49.0,28.9,25.0,10.0,106.0,43.0,113.0,46.0,33.0,13.0,55.5,244.0,98.0,31.0,-0.3,213.0,0.08,33.1,25.0,-0.07,50.9,106.0,0.11,64.7,113.0,-0.02,57.7,118.0,0.16,53.4,126.0,-0.08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3221,-0.06,136279.0,895,4220.0,1363.0,671.0,692.0,49.2,50.8,25.0,1.8,30.0,2.2,28.0,1332.0,3.0,2.1,97.7,0.2,5.4,158.0,14.4,1,7442.0,895.0,95.0,45.0,116.0,55.0,28.6,24.0,12.0,90.0,44.0,92.0,45.0,39.0,18.0,53.5,206.0,98.0,38.0,-0.82,168.0,0.12,29.3,24.0,-0.19,48.8,90.0,-0.13,64.9,92.0,0.05,55.3,112.0,0.05,51.2,94.0,-0.18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3222,-0.17,111443.0,895,4225.0,2015.0,971.0,1044.0,48.2,51.8,63.0,3.1,54.0,2.7,110.0,1886.0,19.0,5.5,93.6,0.9,6.0,237.0,15.5,1,62504.0,895.0,157.0,52.0,145.0,48.0,29.1,28.0,10.0,129.0,44.0,135.0,46.0,44.0,15.0,53.8,292.0,97.0,43.0,-0.89,249.0,-0.04,31.8,28.0,-0.24,47.6,129.0,-0.25,64.5,135.0,-0.07,57.6,141.0,0.06,50.3,151.0,-0.38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3223,0.01,136655.0,895,4226.0,1142.0,564.0,578.0,49.4,50.6,14.0,1.2,36.0,3.2,15.0,1127.0,0.0,1.3,98.7,0.0,7.1,164.5,18.5,1,12772.0,895.0,77.0,47.0,86.0,53.0,28.3,15.0,9.0,90.0,57.0,53.0,34.0,24.0,15.0,53.2,158.0,97.0,24.0,-0.32,134.0,0.07,35.1,15.0,0.3,48.9,90.0,-0.11,65.5,53.0,0.13,55.8,84.0,0.14,50.2,74.0,-0.14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
